X,Y,OBJECTID,Schoolnumber,Name,Province,SchoolLevel,District,Grant_Class,latitude,longitude
481721.662517619,7790130.33489281,1593,3118,NYABAMBA,Manicaland,Secondary,Chimanimani,S3,-19.98535,32.82528
,,1594,3119,CROSS POWER INSTITUTE,Manicaland,Secondary,Mutare,S3,,0
438854.254005726,7836417.66097294,1595,3120,KURAUONE,Manicaland,Secondary,Mutare,S3,-19.5662,32.41705
482051.233913446,7799320.97208215,1596,3122,KUSHINGA,Manicaland,Secondary,Chimanimani,S3,-19.9023,32.82852
469086.854133652,7839056.89547647,1597,3123,GUHUNE,Manicaland,Secondary,Chimanimani,S3,-19.54305,32.70532
469858.72728292,7802053.12614308,1598,3124,TIYA,Manicaland,Secondary,Chimanimani,S3,-19.87746,32.71208
427914.060445217,7750638.52196189,1599,3125,ST MICHAELS TONGOGARA,Manicaland,Secondary,Chipinge,S3,-20.34094,32.30939
441687.188823472,7789340.1898945,1600,3126,CHIPINDA,Manicaland,Secondary,Chipinge,S3,-19.9917,32.44258
475872.998562268,8057675.62210622,1601,3127,RUWANGWE ,Manicaland,Secondary,Nyanga,S3,-17.56726,32.77264
433340.687251295,7671354.54534193,1602,3128,CHISUMA,Manicaland,Secondary,Chipinge,S3,-21.0575,32.35837
470694.706243529,7769234.49959854,1603,3129,CHIVUNZE,Manicaland,Secondary,Chipinge,S3,-20.17404,32.71954
446357.532052132,7688776.98830906,1604,3130,GARAHWA  B MABEE,Manicaland,Secondary,Chipinge,S3,-20.90051,32.4842
464552.286722097,7760759.41357042,1605,3132,MADZIWA,Manicaland,Secondary,Chipinge,S3,-20.25052,32.66059
464875.955099628,7739341.72047148,1606,3135,EMERALD  (MT SELINDA 'B'),Manicaland,Secondary,Chipinge,S3,-20.44406,32.66327
471404.910098786,7781531.42286365,1607,3136,STERKSROOM ,Manicaland,Secondary,Chipinge,S3,-20.06293,32.72653
,,1608,3137,EZEKIEL GUTI ACADEMY,Manicaland,Secondary,Mutare,S3,,0
386401.666688103,7821072.78237223,1609,3139,NYADI,Manicaland,Secondary,Buhera,S3,-19.70254,31.9161
,,1610,3140,GAZA ,Manicaland,Primary,Chipinge,P2,,0
396692.839512573,7898953.06099378,1611,3141,CHIDAMUNYU,Manicaland,Secondary,Makoni,S3,-18.99938,32.0185
410588.424094058,7909725.01103763,1612,3142,CHIKOBVORE,Manicaland,Secondary,Makoni,S3,-18.90269,32.151
426946.052687097,7968894.27504001,1613,3143,CHITUNGWIZA,Manicaland,Secondary,Makoni,S3,-18.3686,32.30848
437478.030421046,7998016.63565867,1614,3145,DANHA,Manicaland,Secondary,Makoni,S3,-18.10573,32.40906
446491.692100787,8025546.39441309,1615,3146,DEWERWI,Manicaland,Secondary,Makoni,S3,-17.85715,32.49496
401090.653017258,7967524.80351881,1616,3147,MOODIESVILLE,Manicaland,Secondary,Makoni,S3,-18.37993,32.06369
431359.090914462,8002890.96193322,1617,3148,GOWAKOWA,Manicaland,Secondary,Makoni,S3,-18.06149,32.35139
408037.522590803,7974469.62300036,1618,3149,MUTASA (YORKSHIRE),Manicaland,Secondary,Makoni,S3,-18.31748,32.12976
419308.348030237,8014588.92456526,1619,3150,MUTIWEGORA,Manicaland,Secondary,Makoni,S3,-17.95535,32.23798
406560.663890657,7937698.50816953,1620,3151,MUZITI,Manicaland,Secondary,Makoni,S3,-18.64972,32.11408
,,1621,3154,ST JOHNS THE BAPTIST HIGH SCHOOL,Manicaland,Secondary,Mutare,S3,,0
453251.080925373,8028814.04462667,1622,3155,NYAMOMBE,Manicaland,Secondary,Makoni,S3,-17.82777,32.55883
,,1623,3156,DAVEWELL INSTITUTION ,Manicaland,Secondary,Mutare,S2,,0
,,1624,3157,EDEN ROSES INDEPENDENT COLLEGE,Manicaland,Secondary,Mutasa,S2,,0
447071.044933061,8050774.39232773,1625,3158,NYAMURONDA,Manicaland,Secondary,Makoni,S3,-17.62914,32.50106
422569.131476744,7942341.94328627,1626,3160,ST JOHNS THE APOSTLE,Manicaland,Secondary,Makoni,S3,-18.60841,32.26603
,,1627,3161,NYANGOMBE FALLS,Manicaland,Secondary,Nyanga,S3,,0
381408.80094166,7958673.17539433,1628,3162,ST MARTINS,Manicaland,Secondary,Makoni,S3,-18.45891,31.87688
447449.265050146,8006187.01923398,1629,3163,ST PAUL-CHINHENGA,Manicaland,Secondary,Makoni,S3,-18.03215,32.50351
412484.078346641,7929138.87617276,1630,3164,ST STEPHENS(CHIHWARARE),Manicaland,Secondary,Makoni,S3,-18.72733,32.16986
403937.905982592,7985762.79567944,1631,3165,TAFADZWA,Manicaland,Secondary,Makoni,S3,-18.21524,32.0915
393717.223648072,7913829.42003884,1632,3166,MUKAMBA,Manicaland,Secondary,Makoni,S3,-18.8648,31.99104
428089.738586716,7867612.88998055,1633,3167,BEMHIWA ADVENTIST,Manicaland,Secondary,Mutare,S3,-19.28394,32.31561
459199.736047099,7901471.18360081,1634,3168,BEULAH HEIGHTS,Manicaland,Secondary,Mutare,S2,-18.97882,32.6124
422746.563143994,7855984.90152358,1635,3169,BUWERIMWE,Manicaland,Secondary,Mutare,S3,-19.38882,32.26429
429432.701036559,7879576.96929625,1636,3170,CHEGORE,Manicaland,Secondary,Mutare,S3,-19.17587,32.32883
429728.151733835,7920945.45008019,1637,3171,CHIMWANDA,Manicaland,Secondary,Mutare,S3,-18.80203,32.33313
418173.84351833,7905616.88067542,1638,3172,CHINOTA SECONDARY,Manicaland,Secondary,Mutare,S3,-18.94013,32.22285
465228.500505441,7880702.19423012,1639,3173,CHISHAKWE,Manicaland,Secondary,Mutare,S3,-19.16663,32.6693
423365.585769696,7894266.82732959,1640,3174,CHIWERE,Manicaland,Secondary,Mutare,S3,-19.0429,32.27171
473996.746586481,7860696.46294389,1641,3175,HIMALAYA SEC,Manicaland,Secondary,Mutare,S3,-19.34756,32.75242
429475.009796113,7899860.45342988,1642,3176,LORN FARM,Manicaland,Secondary,Mutare,S3,-18.99257,32.32997
417483.619129104,7862855.97878753,1643,3177,MAPONDE,Manicaland,Secondary,Mutare,S3,-19.32652,32.21447
479991.42737294,7876423.2407624,1644,3178,MAZONWE,Manicaland,Secondary,Mutare,S3,-19.2055,32.80966
406611.799820698,7869775.27398358,1645,3179,MUKUNI SOUTH,Manicaland,Secondary,Mutare,S3,-19.26352,32.11132
,,1646,3180,ST JOHN'S  MABVENGWA (MT.,Manicaland,Secondary,Mutare,S3,,0
423551.890007494,7840150.32265323,1647,3181,MT. MATEDZI,Manicaland,Secondary,Mutare,S3,-19.53194,32.27132
416615.682331306,7880397.38950757,1648,3182,MUKUNI NORTH,Manicaland,Secondary,Mutare,S3,-19.16797,32.20697
402087.080936244,7877096.41128436,1649,3183,MT ZONWE,Manicaland,Secondary,Mutare,S3,-19.19715,32.06864
432128.147836501,7842037.21382923,1650,3184,MUKWADA,Manicaland,Secondary,Mutare,S3,-19.5152,32.35313
480243.832379291,7885105.14408653,1651,3185,MUTORE ,Manicaland,Secondary,Mutare,S3,-19.12704,32.81215
439641.82814516,7826519.50495095,1652,3186,TRANSAU (ROMBE),Manicaland,Secondary,Mutare,S3,-19.65567,32.42424
418367.986920297,7890726.47710273,1653,3187,ST. LUCY,Manicaland,Secondary,Mutare,S3,-19.0747,32.22407
,,1654,3188,ST. THERESA GANDAYI,Manicaland,Secondary,Mutare,S3,,0
412421.962698517,7855057.05834574,1655,3189,ZVIIPIRIPIRI,Manicaland,Secondary,Mutare,S3,-19.39678,32.16593
493880.26953459,8002434.04572721,1656,3190,GAIREZI,Manicaland,Secondary,Nyanga,S3,-18.0667,32.94217
,,1657,3191,VISTA VISION COLLEGE,Manicaland,Secondary,Makoni,S1,,0
450651.214587538,7967930.86202448,1658,3192,GAMBE SANYATWE,Manicaland,Secondary,Nyanga,S3,-18.37799,32.53284
452907.752798983,7979119.24311253,1659,3193,NYARUKOWA,Manicaland,Secondary,Nyanga,S3,-18.27692,32.55446
462420.089277732,7985385.7888655,1660,3194,NYARUMVURWE,Manicaland,Secondary,Nyanga,S3,-18.22047,32.64457
472443.425701039,7983925.59578842,1661,3195,SAMATINHA,Manicaland,Secondary,Nyanga,S3,-18.23382,32.73935
,,1662,3196,HAUNA CHRISTIAN COLLEGE,Manicaland,Primary,Mutasa,P2,,0
407897.424722306,7950665.08621236,1663,3197,EBENEZER RUSDALE JUNIOR,Manicaland,Primary,Makoni,P1,-18.5326,32.12735
,,1664,3198,MAGURA,Manicaland,Secondary,Makoni,S3,,0
,,1665,3199,MUTARE ADVENTIST,Manicaland,Primary,Mutare,P2,,0
,,1666,3200,ST FRANCIS MATANGA,Manicaland,Primary,Mutare,P3,,0
413435.814810775,7859789.49069658,1667,3201,ST NOAH,Manicaland,Primary,Mutare,P3,-19.35406,32.1758
,,1668,3202,CHARAMBA ,Manicaland,Secondary,Makoni,S3,,0
,,1669,3203,CHIGORA,Manicaland,Secondary,Makoni,S3,,0
,,1670,3204,CHINYAMANDANA,Manicaland,Secondary,Makoni,S3,,0
466182.883691813,7744668.54634896,1671,3205, TAZVIONA 'B' MZILA,Manicaland,Primary,Chipinge,P3,-20.39595,32.6759
,,1672,3206,BETHANIA,Manicaland,Secondary,Mutasa,S3,,0
,,1673,3207,ARNOLDINE,Manicaland,Secondary,Makoni,S3,,0
,,1674,3208,RUSUNUNGUKO,Manicaland,Secondary,Makoni,S3,,0
,,1675,3209,NYAMUSOSA,Manicaland,Secondary,Makoni,S3,,0
,,1676,3210,ZONA (Jersey B),Manicaland,Secondary,Chipinge,S3,,0
,,1677,3212,SHALOM,Manicaland,Primary,Chipinge,P1,,0
,,1678,3213,RUTENGENI,Manicaland,Secondary,Chipinge,S3,,0
,,1679,3214,SACRED HEART SECONDARY,Manicaland,Secondary,Mutare,S2,,0
,,1680,3215,RIMAI,Manicaland,Secondary,Chipinge,S3,,0
,,1681,3216,SARATIEL  PREPARATORY SCHOOL,Manicaland,Primary,Makoni,P1,,
,,1682,3218,NYAMUBARAWANDA SECONDARY SCHOOL,Manicaland,Secondary,Nyanga,S3,,
,,1683,3219,SANDE MUNEMO SECONDARY SCHOOL,Manicaland,Secondary,Nyanga,S3,,
,,1684,3220,DESTINY PRIVATE COLLEGE ,Manicaland,Secondary,Makoni,S1,,0
,,1685,3221,ALPHA INSTITUTE,Manicaland,Secondary,Mutare,S2,,0
,,1686,3222,KANYIMO SECONDARY SCHOOL,Manicaland,Secondary,Nyanga,S3,,
,,1687,3223,MAYFIELD SECONDARY SCHOOL,Manicaland,Secondary,Chipinge,S3,,
,,1688,3224,KUBATANA  SECONDARY SCHOOL,Manicaland,Secondary,Chipinge,S3,,
,,1689,3225,GUTIKA ACADEMY PVT SCHOOL,Manicaland,Secondary,Chipinge,S1,,
,,1690,3226,BLESSED KIDS PRE- SCHOOL,Manicaland,Primary,Chipinge,P3,,
,,1691,3227,LITTLE ANGEL PRE-SCHOOL,Manicaland,Primary,Chipinge,P3,,
,,1692,3228,PASS AT  ONCE COLLEGE,Manicaland,Secondary,Mutasa,S3,,
,,1693,3229,KNOWSTICS  JUNIOR SCHOOL,Manicaland,Primary,Mutasa,P2,,
,,1694,3231,ST MARK PRISON SECONDARY SCHOOL,Manicaland,Secondary,Chipinge,S3,,
245259.835836723,8145364.75151552,1695,3477,NYAKAPUPU,Mashonaland Central,Primary,Guruve,P3,-16.76088,30.61039
424217.548098546,7834075.50669674,1696,3566,BANDA,Manicaland,Primary,Mutare,P3,-19.58686,32.27742
448417.233653793,7965864.78629693,1697,3800,ST MICHAEL,Manicaland,Primary,Nyanga,P3,-18.39661,32.51164
464871.296170805,8024123.82243114,1698,3901,ST MONICAS PRIMARY,Manicaland,Primary,Nyanga,P3,-17.87038,32.66841
400740.306110371,7918304.49004845,1699,3902,DENZVA PR. SCHOOL,Manicaland,Primary,Makoni,P3,-18.82471,32.05793
445945.183093258,8018116.58799223,1700,3903,MHANDAMBIRI PRY,Manicaland,Primary,Makoni,P3,-17.92429,32.48961
398013.063440878,7936011.01271101,1701,3904,St. Bartholomew Chiware,Manicaland,Primary,Makoni,P3,-18.66457,32.03296
390428.61414811,7983121.66852466,1702,3905,ZAMBARA,Manicaland,Primary,Makoni,P3,-18.23846,31.96361
439309.954695608,7931832.65000202,1703,3906,CHIKURUWO,Manicaland,Primary,Makoni,P3,-18.70394,32.42439
380662.111053412,7939848.9942657,1704,3907,MUTENDEBVURE PR. SCHOOL,Manicaland,Primary,Makoni,P3,-18.62897,31.86869
380250.133981791,7948955.20601683,1705,3908,TSWATSWA ST BEDE'S,Manicaland,Primary,Makoni,P3,-18.54666,31.86533
432217.02406903,7935628.13830401,1706,3909,MUSARINGO,Manicaland,Primary,Makoni,P3,-18.66942,32.35725
433756.204887658,8039522.69228575,1707,3910,MANYERE,Manicaland,Primary,Makoni,P3,-17.73048,32.3752
397151.056432253,7932001.54567293,1708,3911,MUVHIMWA,Manicaland,Primary,Makoni,P3,-18.70076,32.02458
432054.209442101,7943668.52305475,1709,3912,HAISOSWI,Manicaland,Primary,Makoni,P3,-18.59675,32.35598
437213.626228559,7935686.36092005,1710,3913,CHINGONO,Manicaland,Primary,Makoni,P3,-18.66905,32.40463
471320.854810189,7784964.01638097,1711,3914,MERRYWATERS PRIMARY,Manicaland,Primary,Chimanimani,P3,-20.03191,32.72578
381737.349513522,7977868.36611219,1712,3915,BATANAI PRIMARY,Manicaland,Primary,Makoni,P3,-18.28547,31.88111
387590.113075135,7966722.34194373,1713,3916,BUDIRIRO ,Manicaland,Primary,Makoni,P3,-18.38651,31.93586
420332.030906095,7968479.59770292,1714,3917,CHITORA ,Manicaland,Primary,Makoni,P3,-18.37211,32.24586
401476.140887241,7936140.06102597,1715,3918,DZVAIRO,Manicaland,Primary,Makoni,P3,-18.66357,32.0658
419047.895057239,7935339.45228066,1716,3919,GORUBI SPRINGS  CHIRIMUTS,Manicaland,Primary,Makoni,P3,-18.67156,32.23237
409099.055380866,7949909.56023366,1717,3920,MABVAZUVA ,Manicaland,Primary,Makoni,P3,-18.53948,32.1387
408356.087084985,7967943.72925648,1718,3921,LAWRENCEDALE,Manicaland,Primary,Makoni,P3,-18.37647,32.13248
415817.071081575,7913352.37908931,1719,3922,MWENJE,Manicaland,Primary,Makoni,P3,-18.87013,32.2008
423401.748381245,7929037.11611941,1720,3923,TABLELANDS PRIMRY SCH,Manicaland,Primary,Makoni,P3,-18.72868,32.27341
434285.824289876,7908979.41517568,1721,3924,GANDIDZANWA,Manicaland,Primary,Mutare,P3,-18.91032,32.37598
440132.107505271,7886720.17641819,1722,3925,HAMAMAOKO,Manicaland,Primary,Mutare,P3,-19.11166,32.43081
464960.209890864,7871453.37479979,1723,3926,NDORWE,Manicaland,Primary,Mutare,P3,-19.25021,32.66658
458438.409148224,7900646.25527055,1724,3927,SACRED  HEART  OF JESUS,Manicaland,Primary,Mutare,P2,-18.98626,32.60515
422577.453972137,7910147.19217651,1725,3928,TAKUNDA,Manicaland,Primary,Mutare,P3,-18.89936,32.26485
425657.719625853,7678274.87609524,1726,3931,MUTANDAHWE 'B' CHIKONWE,Manicaland,Primary,Chipinge,P3,-20.99468,32.28472
475099.362772996,7748696.54583324,1727,3932,NYAMADZI CHIMANA B ,Manicaland,Primary,Chipinge,P3,-20.35969,32.76141
451967.881833215,7760852.97681675,1728,3933,CHARURWA CHIRIGA 'B' ,Manicaland,Primary,Chipinge,P3,-20.2494,32.5401
470297.061996933,7738682.45486419,1729,3934,DIMIRE  VALLEY PRIMARY,Manicaland,Primary,Chipinge,P3,-20.45011,32.71523
464556.710101645,7755552.61575611,1730,3935,TASHINGA  (GRASSFLATS B) ,Manicaland,Primary,Chipinge,P3,-20.29757,32.66053
470896.07298457,7764434.24388474,1731,3936,HELRAND (CHIVUNZE B),Manicaland,Primary,Chipinge,P3,-20.21742,32.72139
479089.841992804,7767206.0164795,1732,3937,JUNCTION GATE B PRIMARY,Manicaland,Primary,Chipinge,P3,-20.19248,32.79986
483390.47767283,7780005.422906,1733,3938,NDIADZO PRIMARY,Manicaland,Primary,Chipinge,P3,-20.07686,32.84114
482305.082359157,7766763.62361162,1734,3939,MAFUMISE B FOROMA,Manicaland,Primary,Chipinge,P3,-20.19651,32.83063
470724.344717168,7753585.49583882,1735,3940,MAPUNGWANA 'B' MAPOTE ,Manicaland,Primary,Chipinge,P3,-20.31545,32.71957
435940.958429382,7679490.88964293,1736,3941,MASHUBI (CHISUMA B),Manicaland,Primary,Chipinge,P3,-20.98408,32.3837
460095.904020858,7767966.18013293,1737,3942,MATIONE B ,Manicaland,Primary,Chipinge,P3,-20.18531,32.61808
465098.49572117,7771663.1834792,1738,3943,MOOIPLAATS B PRIMARY SCHOOL (SINGIZI),Manicaland,Primary,Chipinge,P3,-20.152,32.66603
,,1739,3944,MOOIPLAATS  C  PRIM,Manicaland,Primary,Chipinge,P3,,0
430778.080191041,7695758.84140924,1740,3945,MUNEPASI PRY,Manicaland,Primary,Chipinge,P3,-20.83691,32.33468
448941.226359481,7732391.35052156,1741,3946,MURENJE (BANGIRA ) B,Manicaland,Primary,Chipinge,P3,-20.5065,32.51031
454044.38663201,7753725.03763789,1742,3947,NYAUTUTU PRIMARY SCH.,Manicaland,Primary,Chipinge,P3,-20.31386,32.5598
451817.307257248,7793815.19415535,1743,3948,PFITSARO ,Manicaland,Primary,Chipinge,P3,-19.95154,32.53953
450114.776811148,7775854.05823634,1744,3949,RUTENGENI,Manicaland,Primary,Chipinge,P3,-20.1138,32.52277
,,1745,3950,TUZUKA 'B' ,Manicaland,Primary,Chipinge,P3,,0
427813.867396849,7794440.13483031,1746,3951,BIRCHENOUGH BRIDGE,Manicaland,Primary,Buhera,P3,-19.94515,32.31017
371381.617626198,7864571.66953076,1747,3952,CHIN'OZHORO ,Manicaland,Primary,Buhera,P3,-19.3086,31.77577
423191.358202612,7792795.92702617,1748,3953,CHIUNGA,Manicaland,Primary,Buhera,P3,-19.95983,32.26593
345135.579653852,7877238.03786237,1749,3954,GOKORO,Manicaland,Primary,Buhera,P3,-19.19232,31.52703
408207.901122773,7822615.09011145,1750,3955,JORI,Manicaland,Primary,Buhera,P3,-19.68974,32.12422
340550.70048243,7870811.92617351,1751,3956,MAKWIRAMITI ,Manicaland,Primary,Buhera,P3,-19.25002,31.4829
411930.614789491,7830370.65301838,1752,3957,MUTENDAMAMBO  PRIMARY,Manicaland,Primary,Buhera,P3,-19.61983,32.1601
335346.787891416,7871158.70308269,1753,3958,NGUNDU PRIMARY,Manicaland,Primary,Buhera,P3,-19.24647,31.43343
379275.186229581,7858690.27684544,1754,3959,SANGA ,Manicaland,Primary,Buhera,P3,-19.36223,31.85052
417493.537699797,7804887.26931732,1755,3960,TAPEDZWA ,Manicaland,Primary,Buhera,P3,-19.85034,32.21202
492088.049891579,7778411.37351134,1756,3961,DEMENI,Manicaland,Primary,Chimanimani,P3,-20.09132,32.92432
483623.335163199,7819748.87503002,1757,3962,HANGANI,Manicaland,Primary,Chimanimani,P3,-19.71771,32.84372
486539.846720172,7805704.44820017,1758,3963,MARIRWE,Manicaland,Primary,Chimanimani,P3,-19.84465,32.87145
479230.602755239,7823254.32970618,1759,3965,RUWEDZA B  PRY,Manicaland,Primary,Chimanimani,P3,-19.68599,32.80184
461428.938348458,7819526.49028382,1760,3966,SHINJA 'B' MUTSAMVU PRY,Manicaland,Primary,Chimanimani,P3,-19.71941,32.63192
461288.123922112,7909596.21966702,1761,3967,BEAULIEY TORONTO ,Manicaland,Primary,Mutasa,P3,-18.90543,32.6324
466438.952889594,7919522.47547401,1762,3968,ENAVANT (SAUNGWEME),Manicaland,Primary,Mutasa,P3,-18.81581,32.68148
468663.597628355,7940201.64278931,1763,3969,JOMBE B,Manicaland,Primary,Mutasa,P3,-18.62895,32.70292
492255.234817733,7933363.87709649,1764,3970,NYAMUKWARARA,Manicaland,Primary,Mutasa,P3,-18.69097,32.92655
442826.965583475,7906459.29256522,1765,3971,WARNHARM,Manicaland,Primary,Mutasa,P3,-18.93335,32.45701
449756.718528731,7922027.85101016,1766,3972,MARARA,Manicaland,Secondary,Mutasa,S3,-18.79283,32.52322
466440.006558947,7919522.47736323,1767,3973,MUCHENA,Manicaland,Secondary,Mutasa,S3,-18.81581,32.68149
485397.079348232,7945855.92157617,1768,3974,NGARURA,Manicaland,Secondary,Mutasa,S3,-18.57803,32.8616
366204.839197522,7848282.11588948,1769,3976,NYAMAKUTE,Manicaland,Secondary,Buhera,S3,-19.45544,31.72536
414022.71040343,7836921.20896347,1770,3977,ROMOREHOTO,Manicaland,Secondary,Buhera,S3,-19.56073,32.18035
388112.949565517,7844987.04656222,1771,3978,ZVOMWOYO ,Manicaland,Secondary,Buhera,S3,-19.48656,31.93385
418835.636812497,7813640.67169126,1772,3979,NEMADZIVA (CHABATA B),Manicaland,Secondary,Buhera,S3,-19.7713,32.22522
419509.236503284,7799845.66031952,1773,3980,NECHIKOWA,Manicaland,Secondary,Buhera,S3,-19.89598,32.23105
364621.477750971,7843549.73559104,1774,3981,NDYARIMA,Manicaland,Secondary,Buhera,S3,-19.49809,31.70994
376164.95580111,7867168.07158971,1775,3982,NDONGWE ,Manicaland,Secondary,Buhera,S3,-19.28544,31.82146
393191.309096539,7838712.89793835,1776,3983,MUZIRIKAZI,Manicaland,Secondary,Buhera,S3,-19.54353,31.98188
355767.733086616,7858849.61511893,1777,3986,MURAIRWA,Manicaland,Secondary,Buhera,S3,-19.35924,31.62675
376976.474165951,7841170.2611599,1778,3987,MURWIRA,Manicaland,Secondary,Buhera,S3,-19.52039,31.8275
402522.498828463,7828157.16083941,1779,3988,MUROVE,Manicaland,Secondary,Buhera,S3,-19.63939,32.07027
359011.837672927,7878142.55280786,1780,3989,MUKONDOMI,Manicaland,Secondary,Buhera,S3,-19.18516,31.65905
383021.487041668,7883711.14077333,1781,3990,MOSES THE PROPHET,Manicaland,Secondary,Buhera,S3,-19.13637,31.88771
390453.724209345,7825545.07238758,1782,3991,MUKODZA,Manicaland,Secondary,Buhera,S3,-19.66236,31.95502
328642.163027968,7883205.96846642,1783,3992,MUDZAMIRI,Manicaland,Secondary,Buhera,S3,-19.13708,31.37073
383522.546866789,7874215.45335559,1784,3993,MAVANGWE,Manicaland,Secondary,Buhera,S3,-19.2222,31.8919
407901.756906489,7843027.34782948,1785,3994,MACHIRAGWAMA,Manicaland,Secondary,Buhera,S3,-19.50528,32.1223
376232.049632349,7860550.1559353,1786,3995,MABVUREGUDO,Manicaland,Secondary,Buhera,S3,-19.34524,31.82167
,,1787,3996,TRIASHILL ,Manicaland,Secondary,Mutasa,S3,,0
427507.864743544,7804976.57359985,1788,3997,GUNURA,Manicaland,Secondary,Buhera,S3,-19.84993,32.30766
370202.016024965,7848229.39383132,1789,3998,CHIMBUDZI,Manicaland,Secondary,Buhera,S3,-19.45618,31.76343
385967.836281651,7855930.23507758,1790,3999,CHANGAMIRE,Manicaland,Secondary,Buhera,S3,-19.38756,31.91407
462416.731150843,7827169.5581801,1791,4000,BUMBA,Manicaland,Secondary,Chimanimani,S3,-19.65036,32.6415
299939.872169244,8149167.43841279,1792,4001,CENTENARY,Mashonaland Central,Secondary,Muzarabani,S3,-16.73183,31.12343
258585.232374667,8187171.17969758,1793,4002,MAHUHWE,Mashonaland Central,Secondary,Mbire,S3,-16.38466,30.73973
251287.11990603,8144139.95727489,1794,4003,ST .PHILLIPS MAGWENYA,Mashonaland Central,Primary,Guruve,P3,-16.77259,30.66676
322266.768142616,8084814.32716135,1795,4004,BINDURA,Mashonaland Central,Primary,Bindura,P1,-17.3151,31.32763
335761.660690978,8118187.06169235,1796,4005,BRADLEY HIGH SCHOOL,Mashonaland Central,Secondary,Shamva,S3,-17.01456,31.45707
371157.019327594,8184985.51886504,1797,4006,MAVHURADONHA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.4131,31.79333
353363.076419555,8123962.97194763,1798,4007,CHINDUNDUMA,Mashonaland Central,Primary,Shamva,P3,-16.96355,31.62277
346920.605288105,8151609.01086838,1799,4008,RUYA ADVENTIST,Mashonaland Central,Secondary,Mt. Darwin,S2,-16.7133,31.56416
274294.916806499,8051004.07771852,1800,4009,MAZOWE HIGH,Mashonaland Central,Secondary,Mazowe,S1,-17.61623,30.8729
317124.460426049,8178029.39844451,1801,4010,ST.ALBERTS,Mashonaland Central,Secondary,Muzarabani,S2,-16.47244,31.28688
286940.133416104,8093901.49013412,1802,4011,HOWARD,Mashonaland Central,Secondary,Mazowe,S2,-17.22996,30.99625
350087.059043818,8145219.10003081,1803,4012,DARWIN,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.77125,31.59343
255861.979689793,8155799.07460059,1804,4013,ST.FRANCIS  AND CLARE,Mashonaland Central,Secondary,Guruve,S3,-16.66776,30.71091
272013.031432726,8116259.72418094,1805,4014,UMVUKWES,Mashonaland Central,Primary,Mazowe,P1,-17.02655,30.85825
284292.665593454,8079638.11750154,1806,4015,AMANDAS,Mashonaland Central,Primary,Mazowe,P1,-17.35856,30.96995
268239.175170732,8159734.43796597,1807,4016,SIYALIMA,Mashonaland Central,Primary,Guruve,P3,-16.63346,30.8273
437630.466643128,8158650.35093051,1808,4017,MARY MOUNT HIGH,Mashonaland Central,Secondary,Rushinga,S3,-16.65381,32.41513
288732.101549268,8073168.99985812,1809,4018,MAZOWE CITRUS,Mashonaland Central,Secondary,Mazowe,S3,-17.41742,31.01108
252087.849674091,8134274.70648669,1810,4019,CHIFAMBA,Mashonaland Central,Secondary,Guruve,S3,-16.86178,30.67318
413120.418313215,8160703.07924631,1811,4020,RUSAMBO,Mashonaland Central,Secondary,Rushinga,S3,-16.63448,32.18538
246844.007549017,8157709.92327814,1812,4021,MATSVITSI,Mashonaland Central,Secondary,Guruve,S3,-16.64955,30.62662
322760.779681663,8054340.33380694,1813,4022,MARIRANGWE,Mashonaland Central,Secondary,Bindura,S3,-17.59048,31.32977
430219.586261327,8163949.70763316,1814,4024,MAKUNI,Mashonaland Central,Secondary,Rushinga,S3,-16.6057,32.3458
393884.869698501,8163769.28976107,1815,4025,MAGARANHEWE,Mashonaland Central,Secondary,Rushinga,S3,-16.60598,32.00518
347302.697242007,8097884.42179351,1816,4026,BUSHU,Mashonaland Central,Secondary,Shamva,S3,-17.19882,31.56406
303506.419976654,8070932.9930788,1817,4027,CHIRISERI DINDINYONGWE,Mashonaland Central,Secondary,Bindura,S3,-17.43896,31.14991
261037.634780193,8093666.54998919,1818,4028,HORTA FARM,Mashonaland Central,Primary,Mazowe,P3,-17.22951,30.75275
343259.94694644,8128623.74228431,1819,4029,MADZIWA RURAL,Mashonaland Central,Secondary,Shamva,S3,-16.92077,31.52823
335903.290325031,8111303.65941762,1820,4030,CHIDEMBO,Mashonaland Central,Secondary,Shamva,S3,-17.07677,31.45789
352502.961826853,8102469.31027407,1821,4031,JITI HIGH,Mashonaland Central,Secondary,Shamva,S3,-17.15773,31.61326
357966.705461097,8161715.21268139,1822,4032,CHAWANDA,Mashonaland Central,Secondary,Mt. Darwin,S3,-16.62266,31.66838
339731.759347672,8133940.94164653,1823,4033,MUPFURE SECONDARY,Mashonaland Central,Secondary,Shamva,S3,-16.87248,31.49549
139072.726878963,8064805.67005312,1824,4034,KENZAMBA,Mashonaland West,Primary,Makonde,P3,-17.47387,29.60219
301877.923561969,8117040.17144109,1825,4035,NYAKUDYA,Mashonaland Central,Secondary,Mazowe,S3,-17.02226,31.13876
307438.872654579,8129495.13851412,1826,4036,CHINEHASHA,Mashonaland Central,Secondary,Mazowe,S3,-16.9102,31.19206
295042.021607255,8114697.162274,1827,4037,KANYEMBA,Mashonaland Central,Secondary,Mazowe,S3,-17.04283,31.07435
